category,text
business,china role yukos split china lent russia 6bn 3 2bn help russian government renationalise key yuganskneftegas unit oil group yukos reveal kremlin say tuesday 6bn russian state bank veb lent state own rosneft help buy yugansk turn come chinese bank revelation come russian government say rosneft sign long term oil supply deal china deal see rosneft receive 6bn credit china cnpc accord russian newspaper vedomosti credit would use pay loan rosneft receive finance purchase yugansk report say cnpc offer 20 yugansk return provide finance company opt long term oil supply deal instead analyst say one factor might influence chinese decision possibility litigation yukos yugansk former owner cnpc become shareholder rosneft veb decline comment two company rosneft cnpc agree pre payment long term delivery say russian oil official sergei oganesyan nothing unusual pre payment five six year announcement help explain rosneft medium size indebted relatively unknown firm able finance surprise purchase yugansk yugansk sell 9 3bn auction last year help yukos pay part 27bn bill unpaid tax fine embattle russian oil giant previously file bankruptcy protection u court attempt prevent force sale main production arm yugansk sell little know shell company turn bought rosneft yukos claim downfall punishment political ambition founder mikhail khodorkovsky country richest man mr khodorkovsky trial fraud tax evasion deal rosneft cnpc see part china desire secure long term oil supply feed boom economy china thirst product crude oil copper steel help push global commodity price record level clearly chinese try get leverage russia say dmitry lukashov analyst brokerage aton understand property right russia important right interested guarantee supply price oil fix deal unlikely could profitable chinese mr lukashov continued rosneft desperate need cash good deal
tech,yahoo celebrates decade online yahoo one net iconic company celebrate 10th anniversary week web portal undergone remarkable change since set stanford university student david filo jerry yang campus trailer student want way keep track web base interest category list devise soon become popular hundred people two saw business potential idea originally dubbed jerry guide world wide web firm adopt moniker yahoo founder like dictionary definition yahoo rude unsophisticated uncouth person term popularise 18th century satirist jonathan swift classic novel gulliver travel certainly sophisticated civilise mr yang told reporter ahead anniversary officially recognise 2 march business brain however april 1995 persuade venture capitalist sequoia capital also invest apple computer cisco system fund yahoo tune 2m 1 04m second round funding follow autumn company float april 1996 less 50 employee firm employ 7 600 worker insists dot com culture work hard play hard still remains one handful survivor dot com crash although face intense rivalry firm google msn aol jerry yang remains firm chief yahoo proud company achieve one decade internet change way consumer everything remarkable wonderful experience say want build product satisfied user want need even help every one u discover get do share interact
entertainment,manics charge bbc 6 music manic street preacher take helm bbc digital radio station 6 music week december welsh band whose hit include design life tolerate already chosen record play 6 12 december album day include next u2 joshua tree group also perform live session follow footstep radiohead take station week last year bass player nicky wire join phil jupitus morning show monday 6 december vocalist guitarist james dean bradfield appear andrew collins afternoon show thursday 9 group also chosen documentary air leonard cohen story guitar great jimmy page live concert session track picked include special rat race record hammersmith odeon london public enemy fight power rebel without pause band also answer question e mail 6 music listener
business,chinese wine tempts italy illva italy illva saronno agree buy 33 changyu large wine maker china changyu say statement shenzhen stock exchange illva pay 481 42m yuan 58 16m 30 7m government approves deal italian liqueur maker acquire share yantai state asset management bureau chinese wine sale grow u agriculture department say wine sale 2003 25 61 1bn yuan china encourage state own company sell share foreign investor anheuser busch heineken scottish newcastle invest chinese beer industry last two year illva saronno bet chinese wine market yantai state asset management bureau government agency north eastern city yantai own 55 changyu state agency also sell 10 stake changyu another overseas company although say remain 12 retain yantai city government consumption wine china still low 0 22 litre per caput say u agriculture department compare 59 litre france 12 litre u three litre japan
tech,ultimate game award doom 3 sci fi shooter doom 3 blast away competition major game ceremony golden joystick award title win twice win ultimate game year best pc game award present little britain star matt lucas much anticipate sci fi horror doom 3 shot straight top uk game chart release august winner include grand theft auto san andreas take want christmas prize release last week closely follow halo 2 half life 2 expect big hit unleashed later month miss prize want game 2005 go nintendo title legend zelda original doom release 1994 herald new era computer game introduce 3d graphic help establish concept first person shooter doom 3 developed four year thought cost around 15m 8 3m top honour best online game year go battlefield vietnam chronicle riddick escape butcher bay hand unsung hero game 2004 release somewhat eclipse doom 3 release week however well receive gamers praise storyline differ film release around time electronic art name top publisher year take crown nintendo 2003 annual award vote 200 000 reader computer video game magazine game award like grown importance last six year uk market game grow 100 worth record 1 152m 2003 accord recent report analyst screen digest
sport,ferdinand cast doubt glazer rio ferdinand say unsure malcolm glazer motif american billionaire launch new offer buy manchester united club confirm glazer family partnership submit proposal third bid lot people want club interest people grown club get interest heart say ferdinand one know guy bring table central defender add bbc radio five live wait see glazer come would like see situation resolve either way think people get bore come news new proposal stuff pitch take shine go pitch glazer currently own 28 1 stake club united statement stock exchange say board note recent press speculation subject board confirm receive detailed proposal subject various pre condition may form basis offer manchester united glazer announcement make due course glazer previous bid club united supporter oppose reject board high level debt would incur believe glazer substantially reduce borrowing require late move still need approval major shareholder john magnier jp mcmanus 28 9 club succeed irish duo cut talk glazer propose sale stake fan remain oppose involvement
tech,creator first apple mac dy jef raskin head team behind first macintosh computer die mr raskin one first employee apple make many design decision make mac distinctive first release lead team decide use graphical interface mouse let people navigate around computer point click 1984 release mac reflect mr raskin belief good design make computer easy use mr raskin join apple 1978 employee number 31 initially lead company publication department however 1979 put charge small team design computer live idea machine cheap aim consumer rather computer professional easy use result 1984 macintosh away common text base interface favour one base around graphic resemble virtual desktop use folder document user navigate around machine use mouse point click drag although common use almost computer method pioneer first use macintosh gui developed xerox parc use star machine acceptance interface truly begin concept developed use apple pioneer lisa computer role macintosh initiator project say andy hertzfeld early macintosh team member although mr raskin drove team create macintosh stay apple see release 1981 remove project follow dispute apple mercurial bos steve job 1982 mr raskin left apple entirely macintosh reputedly name mr raskin favourite apple though name change slightly follow trademark dispute another company leave apple mr raskin found another company call information appliance continued work well way interface computer also accomplish musician played three instrument conduct san francisco chamber opera society mr raskin diagnose december 2004 pancreatic cancer die 26 february home california
entertainment,brookside creator channel 4 bid creator defunct tv soap brookside write culture minister offer buy channel 4 phil redmond chairman mersey tv told tessa jowell would run current remit intact next 10 year medium watchdog ofcom say commercially fund public service broadcaster privatise spokesman department culture medium sport say plan sell channel add primary legislation would require station sell government intend introduce brookside axed 2003 rating slump peak seven million 1 5 million redmond also brought teen soap hollyoaks channel 4 create grange hill school base drama serial first broadcast bbc one 1978 award cbe service drama earlier year
entertainment,street album year street aka british rapper songwriter mike skinner topped poll find year best album grand come free beat keane hope fear second place franz ferdinand self title album third q magazine poll skinner us blunt beat streetwise lyric thing fall love drink drug q magazine say grand come free capture country mood way one could predict grand come free second album street follow original pirate material q magazine also praise runner poll keane hope fear described revelatory debut show songwriting flair spare also say franz ferdinand album sound natural unforced produce rock band u2 late album dismantle atomic bomb come fourth razorlight night fifth place others notable list include dizzee rascal number 12 zutons 20 estelle come 39 joss stone 40th jamelia take 44th place
politics,school take part mock poll record number school across uk take part mock general election back government 600 school already sign vote mock election 2005 run hansard society aim boost interest politics pupil school take part learn skill speech writer canvasser political candidate school minister stephen twigg say engage young people interest essential future democracy add say young people engage motivate political process essential future health democracy mock election initiative provide opportunity pupil develop understand democratic process work matter experience election process first hand run campaign declaration final result hope young people develop enthusiasm take part future hansard society electoral commission department education skill run programme pupil stand party candidate speech writer canvasser michael raftery project manager hansard society say vote mock election school mirror excitement buzz real election raise awareness citizenship benefit active democracy mock vote take place around 5 may widely expect date general election information pack include ballot paper manifesto guide election happen early may sent 3 000 school invite take part
politics,donor attack blair brown feud report feud tony blair gordon brown prompt labour donor say almost certainly refuse give fund duncan bannatyne also attack government iraq poor response asian tsunami crisis broadside come ex foreign secretary robin cook say hop mr brown would premier point mr bannatyne previously give labour 50 000 make fortune care home health club 52 year old tuesday say review donation cabinet disunity international issue spokesman say highly unlikely would give labour money although would remain supporter fund conservative robert peston new book prompt speculation blair brown rift claim prime minister broke promise make 2003 stand mr bannatyne say disunity cabinet corrosive effect country gordon brown great chancellor deliver stable economy business want continue blown course petty squabble base personal ambition businessman whose late venture casino newcastle also voiced concern ongoing violence iraq brand uk government response tsunami piecemeal poor people need practical help pledge money say u force help ground british navy ship help relief effort prime minister say government could ultimately give hundred million pound aid mr bannatyne due host new television programme also appear bbc2 business start programme dragon den spokesman insist attack labour publicity stunt separate development robin cook give support mr brown prime ministerial ambition told lunch political journalist win election labour election insist recent squabble mr blair mr brown perceive problem voter add impression governmental incompetence mr cook argue prominence give matter alternative source opposition government warn abstention party real challenge labour would motivate mr blair promise produce unremittingly new labour election manifesto comment come dave prentis leader britain big union unison told daily record newspaper want date set mr blair replace labour leader
sport,bath face tindall ultimatum mike tindall agent warn bath next week improve contract offer england man risk lose rival club dipo alli say receive offer tindall dwarf bath deal two club want talk mike want go six nation worry play club rugby next season alli told guardian newspaper bath owner andrew brownsword make happen tindall contract end season understood brownsword unwilling break club salary structure accommodate 26 year old demand alli insists player worth bath put table mike bath eight year want remain club demand anything excessive agent add brownsword recognise mike value want resolve thing end next week
business,ebbers aware worldcom fraud former worldcom bos bernie ebbers directly involve 11bn financial fraud firm closest associate told u court give evidence criminal trial mr ebbers ex finance chief scott sullivan implicate colleague accounting scandal firm mr sullivan worldcom former number two government chief witness case mr ebbers mr ebbers deny multiple charge conspiracy fraud senior worldcom executive accuse orchestrate huge fraud former telecom company exaggerated revenue hid cost expense firm force bankruptcy large u history mr sullivan 42 plead guilty fraud last year agree assist government case mr ebbers prosecutor allege mr ebbers 63 direct mr sullivan hide true state company finance provide false information firm accountant mr ebbers deny charge say unaware fraud lawyer claim client unfamiliar detailed accounting practice left side business mr sullivan however monday mr sullivan name mr ebbers one five executive participate accounting fraud ebbers get hand grasp financial information mr sullivan told new york court first day question mr sullivan admit falsify company financial statement disclose adjustment say talk adjustment information false mr sullivan say former bos knew accounting matter many chief financial officer described detail orient portrayed mr ebbers charismatic businessman built worldcom small regional operator one america large telecom firm obsess cost would talk coffee filter coffee bag mean employee take coffee home say need cut expense need cut lot coffee expense mr sullivan centre government case mr ebbers mr ebbers could face sentence 85 year convict charge face
business,karachi stock hit historic high karachi stock exchange kse record large single day gain surge 3 5 new high index rise 225 79 point four hour furious trading many investor optimistic political stability could bring economic boom kse index close 6709 93 overall gain nearly 400 point first two trading day week energy telecommunication stock perform particularly well record 8 10 rise since monday morning 2002 kse world best perform stock market index rise 112 pakistani investor expect kse repeat improve 2002 performance jubilant investor dance street market close day tuesday confident boom continue least public holiday 22 january others however stayed fear imminent collapse price overheat continued warn bubble may burst time rubbish kse chairman yaseen lakhani told bbc news website whenever market reflect pakistan true economic reality described bubble mr lakhani feel market risen basis solid economic growth current level rest sound foundation market analyst inclined agree mr lakhani argue number major factor behind kse performance analyst argue steady improvement pakistan credit rating international credit rating agency finally begin register market standard poor upgraded pakistan week ago indication yet another upgrade end february say analyst corporate profitability current fiscal year go 27 last year couple 7 gdp growth expect june year least surprised market performance say mr lakhani one lead karachi broker say real reason may political file 1 3 trillion case saudi money 9 11 arab money go u lot arab money say already go malaysia indonesia pakistani hop energy telecom two strong sector pakistan draw arab money kse locally say analyst recent political development work market advantage anti musharraf campaign threaten mma countrywide alliance religious party fizzle release asif zardari former prime minister benazir bhutto husband ease political tension military back government opposition pakistan people party importantly say analyst failure talk india pakistan baglihar dam indian administer kashmir automatically lead heighten tension say indicates neither country interested raise temperature stage irrespective state disagreement market abuzz speculation substantial investment may start flow u country see locally deeply interested defuse tension south asian neighbour call peace dividend smile one broker let u see long one reap benefit
tech,game deserve place class computer game could enhance learn legitimate place classroom say researcher academic institute education london university found game literacy key skill youngster well use different area curriculum game legitimate area study right researcher say pupil also able create game say like game computer video game entertain promote social development play talk game important part young people life say project manager caroline pelletier game literacy way investigate game mean expression representation like write draw say researcher conduct two study impact game education first look use different curriculum subject enhance learn researcher found girl often exclude male dominate world game play without first hand experience much fun game little motivation play remain disengage engross sociable activity say research fellow diane carr second project look game integrate medium education conclude write game core part study sixth form teacher barney oram already teach computer game alongside traditional study film tv popular music level course run long road sixth form college cambridge parent idea computer game could brought classroom environment could cause controversy dr andrew burn associate director institute education centre study child youth medium move reassure anxious parent game legitimate cultural form deserve critical analysis school film television literature say also want argue full understand come child tool create game game industry welcome report say show game positive impact child time hysterical inaccurate reporting hearten see cultural social educational value computer video game assess intelligently say roger bennett director general entertainment leisure software publisher association report evidence need excellence imagination thrives game much offer education child much offer career three year research project present seminar tuesday london partly fund department trade industry
entertainment,soul sensation ready award south west teenage sing sensation joss stone nominate three category wednesday brit award 17 year old small east devon village near cullumpton receive nomination best solo female best urban act best breakthrough artist second album mind body soul reach number one uk chart last october go straight u chart number 11 m stone due perform 25th award ceremony london earl court teenager also grammy nomination u normally dominate home grown act born jocelyn stoker devon diva start career bbc talent programme discover new york audition u record executive steve greenberg 17 year old singer hop tour japan australia u 2005
sport,edgy agassi struggle past dent andre agassi put erratic display edge fourth round australian open victory taylor dent 34 year old american seed eighth make poor start drop serve early later need two chance serve set secure lead agassi still fail take control player force succession break agassi tie break wrap 7 5 7 6 7 3 6 1 win fourth seed survive injury scare battle past mario ancic 6 4 3 6 6 3 6 4 russian turn right ankle third game fourth set call treatment immediately show sign problem return court wrap victory two hour 45 minute ancic wimbledon semi finalist 2004 look set push safin way take second set safin raise game sink croatian safin say try keep temper control year tournament russian hit head repeatedly one second set outburst otherwise largely calm victory try stay calm go crazy player like ancic might never come back tough opponent say little bit calmer enough russian add worried ankle injury lot problem ankle ok say route fourth round make easy opponent jarkko nieminen force retire match top seed defend champion lead 6 3 5 2 nieminen pull abdominal injury federer patchy form mix 19 unforced error 19 winner world number one play cypriot next former world junior champion beat tommy robredo 7 6 7 2 6 4 6 1 federer admit extra pressure extend win streak career best 24 use win simple say feel could tough match bad start bounce back always want play well thought pretty ok french open champion tournament five set defeat dominik hrbaty hrbaty defeat 10th seed 7 6 7 5 6 7 8 10 6 7 3 7 6 1 6 3 match last four hour 21 minute pair trade 16 service break exhaust baseline battle hrbaty take decisive advantage eighth game final set hrbaty play 2002 champion outlast american kevin kim 3 6 6 2 6 7 6 2 6 2
politics,mcconnell detail scot wave toll least three people scotland die tsunami disaster three miss list first minister told msps figure come statement jack mcconnell scottish parliament wednesday formally express scotland sympathy victim indian ocean tidal wave kill 150 000 mr mcconnell go promise scotland would play part reconstruction effort say provisional figure dead lose provide police mr mcconnell say tragedy persuade everyone step fight global poverty change world well say proud generous response people scotland disaster appeal expect soon top 20m first minister also praise scottish water immediately fly bottle water five large generator disaster zone scottish executive second 11 staff aid agency say scotland long term help plan fishing community child service aid charity say 2005 must year scotland show clearly care happen people elsewhere world whether asia africa mr mcconnell go signal executive would play part make poverty history campaign mount variety aid charity trade union church run g8 summit gleneagles july edinburgh architect dominic stephenson become first scot confirm victim asian tsunami 27 year old holiday thai island koh phi phi eileen lee 24 still miss
business,golden rule boost chancellor chancellor gordon brown give 2 1bn boost attempt meet golden economic rule allows borrow investment extra leeway come office national statistic say measure road expenditure data wrongly past five year come week ahead budget expect general election shadow chancellor oliver letwin say best timing change convenient government review ons found make mistake double counting spending road since 1998 9 correct error would mean reduce current expenditure increase net investment thus help mr brown meet golden rule borrowing invest economic cycle economist speculate might also allow vote catch measure budget change ons increase current budget measure past five year 2 1bn total mr letwin say murky area inevitably suspicion figure fiddle conservative also say mr brown would still force raise tax general election fill annual 10 5bn black hole nation coffer treasury say would relaxation economic discipline golden rule would met even without data revision january independent institute fiscal study ifs say mr brown would need raise tax get public finance onto track predict last year budget also say government might narrowly miss golden rule current economic cycle end 2005 06 ons announcement economist say could also proportionate boost current budget 2004 05 400m none change big picture dramatic deterioration overall fiscal position last four five year say jonathan loynes chief uk economist capital economics accordingly seem likely form fiscal consolidation require due course
tech,voter flock blog award site voting way annual bloggies recognise best web blog online space people publish thought year nomination announce sunday traffic official site heavy website temporarily close many visitor weblogs nominate 30 category top regional blog best kept secret blog blog huge year top u dictionary name blog word 2004 technorati blog search engine track six million blog say 12 000 add daily blog create every 5 8 second accord u research think tank pew internet american life less 40 total update least every two month nikolai nolan run bloggies past five year told bbc news website surprised amount voter crowd site award always get lot traffic first year server bandwidth limit guess much need say many new finalist year add bloggies several entry reflect specific news event four nomination south east asia earthquake tsunami blog pretty timely one 2005 say mr nolan big bloggies battle ultimate prize blog year nominate blog wide range cover news quirky site interest fight covet award gawker fish need bicycle wonkette boing boing gothamist sign blog play increasingly key part spread news current affair south east asia earthquake tsunami blog also nominate best overall category greenfairydotcom londonist hicksdesign plasticbag london underground tube blog nominee best british irish weblog include category best meme top replicate idea spread weblogs nomination include flickr web photo album let people upload tag share publish image blog podcast also make appearance category increasingly popular idea make use r really simple syndication audio technology let people easily make radio show distribute automatically onto portable device many do already text base blog almost like audio blog three new category add list year include best food best entertainment best write weblog one category scrap though best music blog winner fifth annual bloggies chosen public public voting close 3 february winner announce sometime 13 15 march
entertainment,bookmaker back aviator oscar aviator tipped uk bookmaker favourite win best film award year oscar ray star jamie foxx clear favourite best actor category million dollar baby hilary swank tipped win best actress prize bookmaker predict cate blanchett name best support actress william hill ladbrokes give aviator 4 9 8 13 odds win best film million dollar baby second place 9 4 bet direct bet 365 also tip aviator majority bookmaker regard find neverland outsider aviator also widely tipped win best director prize martin scorsese british star clive owen second favourite william hill take best support actor award performance closer favourite category sideways star thomas hayden church vera drake star imelda staunton 5 1 odds win best actress oscar bet 365 william hill ahead fellow uk star kate winslet odds 25 1 william hill mike leigh outsider best director category vera drake position hold jointly ray taylor hackford bookmaker vc bet year academy award hand hollywood 27 february x factor judge sharon osbourne present sky television live coverage event meanwhile clive owen best support actor nomination lead bookmaker shorten odds become next james bond move 4 1 5 2 favourite play 007 hugh jackman ewan mcgregor joint second favourite clive owen nomination spark bet frenzy james bond fan feel heighten global recognition do chance become next bond world good say william hill spokesman rupert adam
politics,howard truanted play snooker conservative leader michael howard admit use play truant spend time school friend snooker hall mr howard say time jack snooker hall llanelli 1950s do last damage told time educational supplement truancy bad say firm action need mr howard also call return level classroom discipline mr howard eventually left llanelli grammar school snooker hall go cambridge university say think do last damage make snooker world champion might occasion left early afternoon honest think truancy bad thing firm action take deal another player fail win snooker world championship jimmy whirlwind white previously admit miss lesson instead spending day smoky hall tony meo another player use spend spare time mr white say love game atmosphere school go window go start take time mr howard fellow welshman ray reardon know fellow professional dracula snooker world championship six time left school 14 work miner terry griffith like mr howard llanelli tournament 1979 know whether two ever clashed cue jack
sport,martinez see vinci challenge veteran spaniard conchita martinez come set beat italian roberta vinci qatar open doha 1994 wimbledon champion 5 7 6 0 6 2 earn second round meeting french open champion anastasia myskina fifth seed patty schnyder also battle need three set beat china na li 7 5 3 6 7 5 slovakian daniela hantuchova beat bulgarian magdaleena maleeva 4 6 6 4 6 3 set second round clash russian elena bovina veteran martinez found trouble early vinci italian clinch set thanks break third 11th game vinci game fell piece martinez swept aside crisp cross court return deft volley day match japan ai sugiyama defeat australian samantha stosur 6 2 6 3 australian nicole pratt beat tunisian selima sfar 7 5 6 2 next face compatriot alicia molik
entertainment,alicia key open u super bowl r b star alicia key open february super bowl sing song previously perform ray charles vicki carr key sing america beautiful accompany 150 student florida school deaf blind charles die last year attend school child 1937 key say excite describe charles artist admire miss respect know go touch memorable moment say first performance super bowl watch million u 6 february sir paul mccartney provide half time entertainment slot fill janet jackson last year organiser promise repeat nipple baring incident spark thousand complaint u tv watch broadcast national football league spokesman say comfortable show would acceptable mass audience game show watch 144 million people u 2003 twenty cbs own tv station fin 550 000 300 000 country tv regulatory agency 542 000 complaint make janet jackson wardrobe malfunction sir paul say nothing big ask perform super bowl look forward rock million home stadium
politics,blair hail turkey eu talk deal tony blair hail deal bring turkey step closer eu membership important world future peace prosperity mr blair lead advocate turkish membership despite controversy surround idea leave brussels summit mr blair say fact turkey muslim country mean bar deal open formal talk ankara come despite eu demand turkey recognise cyprus agree issue tackle later date turkish premier recep erdogan accept negotiation guarantee country full eu membership join turkey may accept restriction limit migration citizen mr blair say turkey eu importance future peace prosperity country britain wider world state fundamental principle fact turkey muslim country mean bar europe contrary fulfils principle human right muslim christian work together agreement turkey must issue write statement promising sign accord effectively recognise greek cypriot government give turkey time sell idea people internationally recognise southern part cyprus eu member turkey occupies northern cyprus previously insist would bow demand recognise country call issue red line could take 15 year turkey able join entry cannot guaranteed eu also announce start accession talk croatia april 2005 however talk begin country co operates fully un war crime tribunal former yugoslavia
politics,abortion poll issue blair tony blair believe abortion election issue argue matter individual conscience prime minister spokesman set mr blair view top catholic england wale back michael howard stance abortion tory leader support reduction legal limit 24 week 20 say current rule tantamount abortion demand prime minister make clear plan change law mr blair spokesman say catholic church well know position issue one many issue cardinal mention therefore see context word come cardinal cormac murphy connor archbishop westminster back mr howard stance distance labour statement say abortion key issue say policy support mr howard one would commend way full abandonment abortion cardinal connor claimed labour developed notion natural party catholic say go suggest people support one particular party family planning association say reduction would particularly affect young woman often seek help later 180 000 woman england wale termination last year few 1 carry 22 24 week cosmopolitan interview mr howard say believe abortion available everyone law change past vote restriction 22 week would prepared go 20 three main party say issue one mp conscience rather one party wide policy mr howard stress view personal view shadow home secretary david davis say understood mr howard signal conservative government would allow common vote issue mr blair liberal democrat leader charles kennedy also give view interview conduct part magazine high heel vote campaign mr blair last year deny plan join wife four child catholic faith despite regularly take communion say abortion difficult issue however much dislike idea abortion criminalise woman difficult circumstance make choice obviously time beyond abortion plan change although debate continue mr kennedy say previously vote 22 week limit medical advance mean know would roman catholic archbishop cardiff reverend peter smith told bbc radio 4 today programme church merely want people reflect issue light gospel voting anne weyman chief executive family planning association ask benefit woman potential child force woman baby anti abortion group pro life alliance congratulate mr howard new stance say go far enough
tech,apple ipod family expands market apple expand ipod family release next generation digital music player late challenge grow digital music gadget market include ipod mini model hold 6gb compare previous 4gb company hope keep dominant place digital music market also say gold colour version mini would drop 30gb version also add ipod photo family late model longer battery life price cut average 40 original ipod take early lead digital music player market thanks large storage capacity simple design 2004 25 million portable player sell 10 million apple ipod analyst agree success also integration itunes online store give company 70 share legal download music market mike mcguire research director analyst gartner told bbc news website apple do good job seal market competition far create seamless package think idea product design function software impressive say add threat others always present however creative microsoft partner device real sony ratchet marketing message advertising say creative upbeat many creative zen player ship end last year say second generation model like creative zen micro photo due summer 5gb memory board digital music player gadget choice among young american accord recent research pew internet american life project one 10 u adult 22 million people own digital music player sort sale legally download song also rise tenfold 2004 accord record industry 200 million track bought online u europe 12 month ifpi industry body say popularity portable music player behind growth analyst say ease use growth music service available net continue drive trend towards portable music player people also start use novel way combine automatic sync function many net function automatically distribute diy radio show call podcasts 2005 also see competition mobile phone operator keen offer stream service much powerful sophisticated handset accord mr mcguire research suggests people like idea building huge library music high capacity storage device like ipod creative zen mobile yet capacity though issue ease portability mobile music mr mcguire say apple ensure kept foot mobile music door recent deal motorola produce version itunes motorola phone
sport,wenger sign new deal arsenal manager arsene wenger sign new contract stay club may 2008 wenger end speculation future agree long term contract take beyond opening arsenal new stadium two year say signing new contract rubber stamp desire take club forward fulfil ambition still much achieve target drive club excite time arsenal 55 year old frenchman told arsenal website www arsenal com intention always clear love club happy wenger title fa cup three time reign chairman peter hill wood say absolutely delighted arsene sign extension contract since arrival 1996 revolutionise club pitch well six major honour time arsene lead influence behind major initiative club include construction new training centre also new stadium club continued reap benefit arsene natural eye unearth footballing talent currently fantastic crop young player come rank together number world class player play wonderful brand football meanwhile arsenal director danny fiszman look wenger stay beyond 2008 come towards end contract review situation sure want stay hope say fiszman
politics,pre poll clash tax spend labour tory clashed tax spending plan row gordon brown budget turn full scale pre election battle tony blair claimed tory government would cut 35bn public service hit school hospital police tory chairman liam fox accuse labour best misrepresentation bad downright lie say smear tactic sign desperation lib dems accuse mr brown duck issue council tax rise appear together labour poster launch prime minister hail chancellor brilliant performance claimed tory would cut 35bn public service equivalent sack every doctor teacher uk tory say would cut spending agree public spending would increase slowly plan lead total 33 5bn less spending anticipate labour 2011 say single doctor teacher nurse cut dr fox say say spending year year inflation call cut best misrepresentation bad downright lie tory shadow chancellor oliver letwin also predict mr brown would raise tax 10bn 11bn labour elect borrowing spending much lib dems vince cable say chancellor fail deal loom problem revaluation council tax band argue would result massive increase mr brown mr blair stag show unity thursday morning day chancellor deliver record break ninth budget mr cable say taxation share economy would go three main party chancellor meanwhile insist spending plan affordable wednesday budget mr brown double level homebuyers pay stamp duty unveiled rise child tax credit 200 council tax refund 65s defend plan told today take risk stability economy spending plan announce yesterday wednesday include pensioner well young family stamp duty inheritance tax cost affordable sign need election approach house common authority formally told mp office deep clean three week poll campaign mr blair yet name day widely expect 5 may
business,weak dollar hit reuters revenue medium group reuters slip 11 2004 mainly due weakness dollar group say company say optimistic growth even revenue slip 11 3 24bn 6 13bn 2003 2 89bn 2004 reuters beat profit forecast post 52 rise profit year 198m 130m see year earlier reuters also beat saving target 2004 deliver 234m cut three year fast forward turnaround plan aim save 220m 12 month 31 december reuters also manage slow decline underlie revenue 5 4 10 2 2003 cut debt back 160m 610m year earlier news financial data seller say year begin well add expect gradual improvement second quarter year good january sale add planning deliver 105m saving come year say expect hit 80m restructuring charge pay cost move fleet street new headquarters london canary wharf improve customer relationship competitive product continued strong cost discipline position u well 2005 chief executive tom glocer say add company begin look beyond recovery growth
politics,blair move woo jewish voter tony blair pledge never ever ever attack tory leader michael howard jewish belief prime minister told jewish chronicle look attack michael howard politically mr blair also distance recent labour campaign poster feature mr howard critic claimed anti semitic intend cause offence anyone jewish community mr blair insist one poster depict mr howard shadow chancellor oliver letwin also jewish fly pig another picture tory leader swing pocket watch chain critic say echoed jewish money lender shylock shakespeare merchant venice others compare image character fagin charles dickens oliver twist labour since take design website say member prefer design interview jewish chronicle mr blair say strong supporter jewish community israel always press whether would draw attention mr howard jewish belief attempt attract muslim support reply idea would allow anybody make charge outrageous untrue look attack michael howard politically would never ever ever attack basis mr blair also defend party attitude towards jewish community point government introduce holocaust memorial day add labour also aggressively fought form racism neither conservative liberal democrat wish comment mr blair word prime minister speak london labour mayor ken livingstone remains embroil row comment make jewish reporter city even standard newspaper mr blair repeat call mayor apologise liken reporter oliver finegold concentration camp guard mr livingstone withdrawn comment immediately realise journalist jewish say mr blair sure truth want well mr livingstone say could sincerely say sorry comment make claim target newspaper concede comment may offensive racist say earlier week would apologise even mr blair ask
entertainment,gervais write simpson episode office ricky gervais write episode hit u cartoon simpson follow invitation creator matt groening gervais already begin write script keep subject matter closely guard secret also write part episode get rough idea intimidate project career simpson great tv show time say groening recently heaped praise office say everybody simpson fan office one best show tv last decade gervais already say would guest star show office character david left behind good christmas special office become surprise u success screen cable channel bbc america first series two golden globe 2004 best comedy best tv actor gervais win beat like sex city grace american version produce far pilot broadcast much criticism fail live original british comedy award wednesday gervais hand special achievement award write office miss best comedy show category little britain matt groening also award collect award best international comedy simpson
tech,iran jail blogger 14 year iranian weblogger jail 14 year charge spy aid foreign counter revolutionary arash sigarchi arrest last month use blog criticise arrest online journalist mr sigarchi also edits newspaper northern iran sentence revolutionary court gilan area sentence criticise human right watchdog reporter without border come day online day action secure release iranian authority recently clamped grow popularity weblogs restrict access major blogging site within iran second iranian blogger motjaba saminejad also use website report blogger arrest still held spokesman reporter without border track press freedom across globe described mr sigarchi sentence harsh call iranian president mohammed khatami work secure immediate release authority try make example organisation say statement hand harsh sentence weblogger aim dissuade journalist internet user express online contact foreign medium day arrest mr sigarchi give interview bbc persian service u fund radio farda iranian authority arrest 20 online journalist current crackdown accuse mr sigarchi string crime iranian state include espionage insult founder iran islamic republic ayatollah ruhollah khomenei current supreme leader ayatollah ali khamenei mr sigarchi lawyer label revolutionary court illegal incompetent call retrial public court mr sigarchi sentence one day online campaign highlight case day action defence blogger around world committee protect blogger designate 22 february 2005 free mojtaba arash day around 10 000 people visit campaign website day 12 user base iran campaign director told bbc news website curt hopkins say mr sigarchi sentence would dent resolve blogger join campaign help highlight case eye 8 million blogger go focus iran since sigarchi sentence less mullah able make move without spread across blogosphere
